label;from;to;LATITUDE;LONGITUDE
Cobertura_Vegetal;2015;2016;-26.912455000000001;-52.492319999999999
Cobertura_Vegetal;2015;2016;-26.917045999999999;-52.482216000000001
Cobertura_Vegetal;2015;2016;-26.904305000000001;-52.475265000000000
Cobertura_Vegetal;2015;2016;-26.916243000000001;-52.467542000000002
Cobertura_Vegetal;2015;2016;-26.891506000000000;-52.470244999999998
Cobertura_Vegetal;2015;2016;-26.880140999999998;-52.473269999999999
Cobertura_Vegetal;2015;2016;-26.886512000000000;-52.477066999999998
Cobertura_Vegetal;2015;2016;-26.897303000000001;-52.459304000000003
Cobertura_Vegetal;2015;2016;-26.912455000000001;-52.442248999999997
Cobertura_Vegetal;2015;2016;-26.919111999999998;-52.431564999999999
Cobertura_Vegetal;2015;2016;-26.903502000000000;-52.446497000000001
Cobertura_Vegetal;2015;2016;-26.903214999999999;-52.428026000000003
Cobertura_Vegetal;2015;2016;-26.912512000000000;-52.418050000000001
Cobertura_Vegetal;2015;2016;-26.904937000000000;-52.407238000000000
Cobertura_Vegetal;2015;2016;-26.916013000000000;-52.400931000000000
Cobertura_Vegetal;2015;2016;-26.907003000000000;-52.377761000000000
Cobertura_Vegetal;2015;2016;-26.916816000000001;-52.363988999999997
Cobertura_Vegetal;2015;2016;-26.905912000000001;-52.398034000000003
Cobertura_Vegetal;2015;2016;-26.914636000000002;-52.383940000000003
Cobertura_Vegetal;2015;2016;-26.900001000000000;-52.368687000000001
Cobertura_Vegetal;2015;2016;-26.902526000000002;-52.340691000000000
Cobertura_Vegetal;2015;2016;-26.915783000000001;-52.351632000000002
Cobertura_Vegetal;2015;2016;-26.914349000000001;-52.321705000000001
Cobertura_Vegetal;2015;2016;-26.911135000000002;-52.317650000000000
Cobertura_Vegetal;2015;2016;-26.919284000000001;-52.307352999999999
Cobertura_Vegetal;2015;2016;-26.916300000000000;-52.295124999999999
Cobertura_Vegetal;2015;2016;-26.907461999999999;-52.295833000000002
Cobertura_Vegetal;2015;2016;-26.892251999999999;-52.293515999999997
