label;from;to;LATITUDE;LONGITUDE
Cobertura_Vegetal;2018;2019;-26.917375000000000;-52.483941000000002
Cobertura_Vegetal;2018;2019;-26.918706000000000;-52.492465000000003
Cobertura_Vegetal;2018;2019;-26.917597000000001;-52.470750000000002
Cobertura_Vegetal;2018;2019;-26.910995000000000;-52.492527000000003
Cobertura_Vegetal;2018;2019;-26.904170000000001;-52.475603999999997
Cobertura_Vegetal;2018;2019;-26.908830999999999;-52.457124000000000
Cobertura_Vegetal;2018;2019;-26.904447999999999;-52.446857999999999
Cobertura_Vegetal;2018;2019;-26.896457000000002;-52.451898000000000
Cobertura_Vegetal;2018;2019;-26.901506999999999;-52.468198999999998
Cobertura_Vegetal;2018;2019;-26.891352000000001;-52.470253000000000
Cobertura_Vegetal;2018;2019;-26.890908000000000;-52.482695999999997
Cobertura_Vegetal;2018;2019;-26.887024000000000;-52.463594999999998
Cobertura_Vegetal;2018;2019;-26.879643000000002;-52.473053000000000
Cobertura_Vegetal;2018;2019;-26.875323999999999;-52.471449000000000
Cobertura_Vegetal;2018;2019;-26.869897000000002;-52.489274999999999
Cobertura_Vegetal;2018;2019;-26.869980999999999;-52.459375000000001
Cobertura_Vegetal;2018;2019;-26.869515000000000;-52.456902999999997
Cobertura_Vegetal;2018;2019;-26.864978000000001;-52.482999999999997
Cobertura_Vegetal;2018;2019;-26.856877999999998;-52.468454000000001
Cobertura_Vegetal;2018;2019;-26.858193000000000;-52.460419999999999
Cobertura_Vegetal;2018;2019;-26.848226000000000;-52.484853999999999
Cobertura_Vegetal;2018;2019;-26.844833000000001;-52.463653000000001
Cobertura_Vegetal;2018;2019;-26.828970000000002;-52.482097000000003
Cobertura_Vegetal;2018;2019;-26.823667000000000;-52.490082999999998
Cobertura_Vegetal;2018;2019;-26.823157999999999;-52.473398000000003
Cobertura_Vegetal;2018;2019;-26.827358000000000;-52.455762000000000
Cobertura_Vegetal;2018;2019;-26.828800000000001;-52.460800999999996
Cobertura_Vegetal;2018;2019;-26.835460000000001;-52.453812999999997
Cobertura_Vegetal;2018;2019;-26.827697000000001;-52.452862000000003
Cobertura_Vegetal;2018;2019;-26.837537999999999;-52.437128000000001
Cobertura_Vegetal;2018;2019;-26.827697000000001;-52.424151000000002
Cobertura_Vegetal;2018;2019;-26.834993000000001;-52.418208999999997
Cobertura_Vegetal;2018;2019;-26.830157000000000;-52.405279000000000
Cobertura_Vegetal;2018;2019;-26.824473000000001;-52.425006000000003
Cobertura_Vegetal;2018;2019;-26.839870999999999;-52.403092000000001
Cobertura_Vegetal;2018;2019;-26.831260000000000;-52.389259000000003
Cobertura_Vegetal;2018;2019;-26.837793000000001;-52.391492999999997
Cobertura_Vegetal;2018;2019;-26.826128000000001;-52.377138000000002
Cobertura_Vegetal;2018;2019;-26.825109999999999;-52.361640999999999
Cobertura_Vegetal;2018;2019;-26.834738999999999;-52.371766000000001
Cobertura_Vegetal;2018;2019;-26.835840999999999;-52.356174000000003
Cobertura_Vegetal;2018;2019;-26.831854000000000;-52.350279999999998
Cobertura_Vegetal;2018;2019;-26.840931000000001;-52.339632000000002
Cobertura_Vegetal;2018;2019;-26.828036000000001;-52.335259000000001
Cobertura_Vegetal;2018;2019;-26.836943999999999;-52.336542000000001
Cobertura_Vegetal;2018;2019;-26.837284000000000;-52.326892000000001
Cobertura_Vegetal;2018;2019;-26.833466000000001;-52.317290000000000
Cobertura_Vegetal;2018;2019;-26.824897000000000;-52.308971000000000
Cobertura_Vegetal;2018;2019;-26.830921000000000;-52.292999000000002
Cobertura_Vegetal;2018;2019;-26.830454000000000;-52.308447999999999
Cobertura_Vegetal;2018;2019;-26.823157999999999;-52.295566000000001
Cobertura_Vegetal;2018;2019;-26.848607999999999;-52.298371000000003
Cobertura_Vegetal;2018;2019;-26.836307999999999;-52.312964000000001
Cobertura_Vegetal;2018;2019;-26.855775000000001;-52.293711999999999
Cobertura_Vegetal;2018;2019;-26.862560999999999;-52.298560999999999
Cobertura_Vegetal;2018;2019;-26.852001000000001;-52.312345999999998
Cobertura_Vegetal;2018;2019;-26.852764000000001;-52.320760000000000
Cobertura_Vegetal;2018;2019;-26.871507999999999;-52.291431000000003
Cobertura_Vegetal;2018;2019;-26.893343000000002;-52.293807000000001
Cobertura_Vegetal;2018;2019;-26.889527999999999;-52.309683999999997
Cobertura_Vegetal;2018;2019;-26.905933999999998;-52.311965999999998
Cobertura_Vegetal;2018;2019;-26.912673999999999;-52.291668000000001
Cobertura_Vegetal;2018;2019;-26.909918999999999;-52.319239000000003
