label;from;to;LATITUDE;LONGITUDE
Cobertura_Vegetal;2017;2018;-26.912215000000000;-52.491951999999998
Cobertura_Vegetal;2017;2018;-26.916986000000001;-52.467436999999997
Cobertura_Vegetal;2017;2018;-26.908220000000000;-52.476770000000002
Cobertura_Vegetal;2017;2018;-26.909164000000001;-52.456735999999999
Cobertura_Vegetal;2017;2018;-26.911383000000001;-52.471854999999998
Cobertura_Vegetal;2017;2018;-26.891573999999999;-52.470298999999997
Cobertura_Vegetal;2017;2018;-26.894016000000001;-52.470796999999997
Cobertura_Vegetal;2017;2018;-26.896957000000000;-52.459660000000000
Cobertura_Vegetal;2017;2018;-26.886247000000001;-52.477080999999998
Cobertura_Vegetal;2017;2018;-26.902505999999999;-52.451197999999998
Cobertura_Vegetal;2017;2018;-26.903948000000000;-52.446157999999997
Cobertura_Vegetal;2017;2018;-26.888521999999998;-52.469242000000001
Cobertura_Vegetal;2017;2018;-26.885193000000001;-52.474654999999998
Cobertura_Vegetal;2017;2018;-26.876591000000001;-52.448273999999998
Cobertura_Vegetal;2017;2018;-26.884860000000000;-52.452441999999998
Cobertura_Vegetal;2017;2018;-26.879753999999998;-52.473534999999998
Cobertura_Vegetal;2017;2018;-26.866989000000000;-52.480068000000003
Cobertura_Vegetal;2017;2018;-26.863215000000000;-52.450887000000002
Cobertura_Vegetal;2017;2018;-26.870042000000002;-52.459473000000003
Cobertura_Vegetal;2017;2018;-26.874980999999998;-52.471418999999997
Cobertura_Vegetal;2017;2018;-26.862936999999999;-52.492199999999997
Cobertura_Vegetal;2017;2018;-26.855609999999999;-52.492759999999997
Cobertura_Vegetal;2017;2018;-26.857054000000002;-52.481748000000003
Cobertura_Vegetal;2017;2018;-26.857664000000000;-52.459971000000003
Cobertura_Vegetal;2017;2018;-26.847394999999999;-52.488653999999997
Cobertura_Vegetal;2017;2018;-26.844063999999999;-52.478262999999998
Cobertura_Vegetal;2017;2018;-26.843896999999998;-52.487596000000003
Cobertura_Vegetal;2017;2018;-26.835125999999999;-52.486539000000000
Cobertura_Vegetal;2017;2018;-26.828741000000001;-52.473784000000002
Cobertura_Vegetal;2017;2018;-26.835014999999999;-52.454121999999998
Cobertura_Vegetal;2017;2018;-26.827853000000001;-52.452193999999999
Cobertura_Vegetal;2017;2018;-26.828963000000002;-52.481997000000000
Cobertura_Vegetal;2017;2018;-26.823522000000001;-52.490831999999997
Cobertura_Vegetal;2017;2018;-26.832850000000001;-52.469552999999998
Cobertura_Vegetal;2017;2018;-26.841899000000002;-52.437572000000003
Cobertura_Vegetal;2017;2018;-26.841732000000000;-52.435332000000002
Cobertura_Vegetal;2017;2018;-26.825520999999998;-52.449331000000001
Cobertura_Vegetal;2017;2018;-26.827407999999998;-52.424008000000001
Cobertura_Vegetal;2017;2018;-26.826353999999998;-52.413119999999999
Cobertura_Vegetal;2017;2018;-26.837568999999998;-52.437199000000000
Cobertura_Vegetal;2017;2018;-26.828351999999999;-52.405653999999998
Cobertura_Vegetal;2017;2018;-26.838733999999999;-52.403725000000001
Cobertura_Vegetal;2017;2018;-26.850280999999999;-52.418222000000000
Cobertura_Vegetal;2017;2018;-26.841066000000001;-52.428238999999998
Cobertura_Vegetal;2017;2018;-26.835125999999999;-52.418284000000000
Cobertura_Vegetal;2017;2018;-26.827964000000001;-52.391280999999999
Cobertura_Vegetal;2017;2018;-26.826409000000002;-52.416480000000000
Cobertura_Vegetal;2017;2018;-26.843176000000000;-52.391219000000000
Cobertura_Vegetal;2017;2018;-26.847394999999999;-52.393210000000003
Cobertura_Vegetal;2017;2018;-26.835125999999999;-52.402977999999997
Cobertura_Vegetal;2017;2018;-26.835402999999999;-52.384188000000002
Cobertura_Vegetal;2017;2018;-26.846951000000001;-52.387796999999999
Cobertura_Vegetal;2017;2018;-26.834515000000000;-52.371245999999999
Cobertura_Vegetal;2017;2018;-26.825243000000000;-52.383566000000002
Cobertura_Vegetal;2017;2018;-26.834959000000001;-52.355443000000001
Cobertura_Vegetal;2017;2018;-26.838235000000001;-52.340696999999999
Cobertura_Vegetal;2017;2018;-26.841455000000000;-52.335346000000001
Cobertura_Vegetal;2017;2018;-26.827742000000001;-52.334786000000001
Cobertura_Vegetal;2017;2018;-26.841011000000002;-52.362411000000002
Cobertura_Vegetal;2017;2018;-26.846840000000000;-52.354385000000001
Cobertura_Vegetal;2017;2018;-26.837236000000001;-52.330056999999996
Cobertura_Vegetal;2017;2018;-26.833515999999999;-52.333044000000001
Cobertura_Vegetal;2017;2018;-26.836901999999998;-52.323898000000000
Cobertura_Vegetal;2017;2018;-26.833570999999999;-52.316929000000002
Cobertura_Vegetal;2017;2018;-26.828852000000001;-52.319293000000002
Cobertura_Vegetal;2017;2018;-26.825132000000000;-52.308467000000000
Cobertura_Vegetal;2017;2018;-26.830794999999998;-52.293098999999998
Cobertura_Vegetal;2017;2018;-26.838456999999998;-52.304921000000000
Cobertura_Vegetal;2017;2018;-26.838622999999998;-52.290112999999998
Cobertura_Vegetal;2017;2018;-26.844674999999999;-52.304298000000003
Cobertura_Vegetal;2017;2018;-26.856998000000001;-52.330430999999997
Cobertura_Vegetal;2017;2018;-26.851503000000001;-52.311827000000001
Cobertura_Vegetal;2017;2018;-26.848061000000001;-52.321719999999999
Cobertura_Vegetal;2017;2018;-26.852224000000000;-52.290424000000002
Cobertura_Vegetal;2017;2018;-26.857441999999999;-52.293410000000002
Cobertura_Vegetal;2017;2018;-26.871206999999998;-52.291294999999998
Cobertura_Vegetal;2017;2018;-26.865269000000001;-52.312325000000001
Cobertura_Vegetal;2017;2018;-26.879366000000001;-52.313569000000001
Cobertura_Vegetal;2017;2018;-26.886136000000000;-52.325515000000003
