label,from,to,latitude,longitude
Area_Antropizada,2013-01-01,2014-01-01,-26.907385000000001,-52.468316999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.912869000000001,-52.447780999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.898920000000000,-52.439518999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.896273000000001,-52.444332000000003
Area_Antropizada,2013-01-01,2014-01-01,-26.892219000000001,-52.432004999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.888511000000001,-52.436577999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.877147000000001,-52.407471999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.870349000000001,-52.394156000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.872830000000000,-52.388326999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.862549000000001,-52.420788000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.854057000000001,-52.405386999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.855129999999999,-52.395252999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.859400000000001,-52.382578000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.870014999999999,-52.302334999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.857707000000001,-52.302762999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.864433999999999,-52.310195999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.877742999999999,-52.353754000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.879221999999999,-52.374074999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.831702000000000,-52.485683999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.829125000000001,-52.485683999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.848403000000001,-52.448517000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.842248000000001,-52.413916000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.839027000000002,-52.414906000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.832035999999999,-52.403863000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.841723000000002,-52.362845000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.838978999999998,-52.365732999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.845803000000000,-52.355037000000003
Area_Antropizada,2013-01-01,2014-01-01,-26.909244999999999,-52.392204000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.913179000000000,-52.396563000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.908911000000000,-52.371949999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.902353999999999,-52.378794999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.877075000000001,-52.334007000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.877528000000002,-52.329729000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.913488999999998,-52.310904999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.857426000000000,-52.327388999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.853871999999999,-52.317816999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.840584000000000,-52.325437000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.833378000000000,-52.342390000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.894324000000001,-52.305283000000003
Area_Antropizada,2013-01-01,2014-01-01,-26.899981000000000,-52.348967999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.888629999999999,-52.387203999999997
Area_Antropizada,2013-01-01,2014-01-01,-26.879687000000001,-52.388621000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.873294999999999,-52.408515000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.865817000000000,-52.399383999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.863778000000000,-52.405467000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.880831000000001,-52.485616999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.886835000000001,-52.484507000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.918150000000001,-52.486204999999998
Area_Antropizada,2013-01-01,2014-01-01,-26.914024999999999,-52.483879000000002
Area_Antropizada,2013-01-01,2014-01-01,-26.864111999999999,-52.488104000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.865352000000001,-52.462299999999999
Area_Antropizada,2013-01-01,2014-01-01,-26.906395000000000,-52.293123000000001
Area_Antropizada,2013-01-01,2014-01-01,-26.906797999999998,-52.306877000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.865725000000001,-52.358497000000000
Area_Antropizada,2013-01-01,2014-01-01,-26.835576000000000,-52.443707000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.917539000000001,-52.470339000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.912293999999999,-52.440390999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.905141000000000,-52.419161000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.895005999999999,-52.383330000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.893813999999999,-52.368865000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.883559000000002,-52.364880999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.874759000000001,-52.361030000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.869510999999999,-52.340468000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.858848999999999,-52.327874000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.851095999999998,-52.311456000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.833155000000001,-52.339424999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.826377999999998,-52.379106000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.826187000000001,-52.406272000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.827667000000002,-52.423867000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.835349999999998,-52.454509000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.823657999999998,-52.473387000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.835588000000001,-52.485419999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.847947000000001,-52.487665999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.860112999999998,-52.491249000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.879408999999999,-52.476408999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.874687000000002,-52.459910999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.876452000000000,-52.452049000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.874448000000001,-52.433304999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.873351000000000,-52.419134000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.872183000000000,-52.399213000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.870083999999999,-52.390095000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.887851999999999,-52.373142999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.886588000000000,-52.358302999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.893598999999998,-52.363168999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.901181999999999,-52.361618000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.913176000000000,-52.362366999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.918564000000000,-52.362394000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.916204000000000,-52.382607999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.917158000000001,-52.392100999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.918278000000001,-52.370441999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.918302000000001,-52.345548000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.915465000000001,-52.353034999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.915535999999999,-52.341912000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.911292000000000,-52.328088000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.914439999999999,-52.321938000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.911792999999999,-52.318275000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.911579000000000,-52.311937999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.905355000000000,-52.311109000000002
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.897915999999999,-52.313220999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.898965000000000,-52.294021999999998
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.892240000000001,-52.292364999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.885657999999999,-52.293861999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.878454999999999,-52.295520000000003
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.878454999999999,-52.290225999999997
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.871061999999998,-52.306269000000000
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.861926000000000,-52.320734999999999
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.861950000000000,-52.340575000000001
Cobertura_Vegetal,2013-01-01,2014-01-01,-26.872420999999999,-52.329853000000000
