label;From;to;LATITUDE;LONGITUDE
Area_Antropizada;2013;2014;-26.907385000000001;-52.468316999999999
Area_Antropizada;2013;2014;-26.912869000000001;-52.447780999999999
Area_Antropizada;2013;2014;-26.898920000000000;-52.439518999999997
Area_Antropizada;2013;2014;-26.896273000000001;-52.444332000000003
Area_Antropizada;2013;2014;-26.892219000000001;-52.432004999999997
Area_Antropizada;2013;2014;-26.888511000000001;-52.436577999999997
Area_Antropizada;2013;2014;-26.877147000000001;-52.407471999999999
Area_Antropizada;2013;2014;-26.870349000000001;-52.394156000000002
Area_Antropizada;2013;2014;-26.872830000000000;-52.388326999999997
Area_Antropizada;2013;2014;-26.862549000000001;-52.420788000000002
Area_Antropizada;2013;2014;-26.854057000000001;-52.405386999999997
Area_Antropizada;2013;2014;-26.855129999999999;-52.395252999999997
Area_Antropizada;2013;2014;-26.859400000000001;-52.382578000000002
Area_Antropizada;2013;2014;-26.870014999999999;-52.302334999999999
Area_Antropizada;2013;2014;-26.857707000000001;-52.302762999999999
Area_Antropizada;2013;2014;-26.864433999999999;-52.310195999999998
Area_Antropizada;2013;2014;-26.877742999999999;-52.353754000000002
Area_Antropizada;2013;2014;-26.879221999999999;-52.374074999999998
Area_Antropizada;2013;2014;-26.831702000000000;-52.485683999999999
Area_Antropizada;2013;2014;-26.829125000000001;-52.485683999999999
Area_Antropizada;2013;2014;-26.848403000000001;-52.448517000000002
Area_Antropizada;2013;2014;-26.842248000000001;-52.413916000000000
Area_Antropizada;2013;2014;-26.839027000000002;-52.414906000000002
Area_Antropizada;2013;2014;-26.832035999999999;-52.403863000000001
Area_Antropizada;2013;2014;-26.841723000000002;-52.362845000000000
Area_Antropizada;2013;2014;-26.838978999999998;-52.365732999999999
Area_Antropizada;2013;2014;-26.845803000000000;-52.355037000000003
Area_Antropizada;2013;2014;-26.909244999999999;-52.392204000000000
Area_Antropizada;2013;2014;-26.913179000000000;-52.396563000000000
Area_Antropizada;2013;2014;-26.908911000000000;-52.371949999999998
Area_Antropizada;2013;2014;-26.902353999999999;-52.378794999999997
Area_Antropizada;2013;2014;-26.877075000000001;-52.334007000000000
Area_Antropizada;2013;2014;-26.877528000000002;-52.329729000000000
Area_Antropizada;2013;2014;-26.913488999999998;-52.310904999999998
Area_Antropizada;2013;2014;-26.857426000000000;-52.327388999999997
Area_Antropizada;2013;2014;-26.853871999999999;-52.317816999999998
Area_Antropizada;2013;2014;-26.840584000000000;-52.325437000000001
Area_Antropizada;2013;2014;-26.833378000000000;-52.342390000000002
Area_Antropizada;2013;2014;-26.894324000000001;-52.305283000000003
Area_Antropizada;2013;2014;-26.899981000000000;-52.348967999999999
Area_Antropizada;2013;2014;-26.888629999999999;-52.387203999999997
Area_Antropizada;2013;2014;-26.879687000000001;-52.388621000000001
Area_Antropizada;2013;2014;-26.873294999999999;-52.408515000000001
Area_Antropizada;2013;2014;-26.865817000000000;-52.399383999999998
Area_Antropizada;2013;2014;-26.863778000000000;-52.405467000000002
Area_Antropizada;2013;2014;-26.880831000000001;-52.485616999999998
Area_Antropizada;2013;2014;-26.886835000000001;-52.484507000000001
Area_Antropizada;2013;2014;-26.918150000000001;-52.486204999999998
Area_Antropizada;2013;2014;-26.914024999999999;-52.483879000000002
Area_Antropizada;2013;2014;-26.864111999999999;-52.488104000000000
Area_Antropizada;2013;2014;-26.865352000000001;-52.462299999999999
Area_Antropizada;2013;2014;-26.906395000000000;-52.293123000000001
Area_Antropizada;2013;2014;-26.906797999999998;-52.306877000000000
Area_Antropizada;2013;2014;-26.865725000000001;-52.358497000000000
Area_Antropizada;2013;2014;-26.835576000000000;-52.443707000000003
Cobertura_Vegetal;2013;2014;-26.917539000000001;-52.470339000000003
Cobertura_Vegetal;2013;2014;-26.912293999999999;-52.440390999999998
Cobertura_Vegetal;2013;2014;-26.905141000000000;-52.419161000000003
